ID,SKU,Brand,Category,Subcategory,Description_en,Description_ar,Unit,Price_aed,Vendor,Source_url,Photo_url,Lead_time_days,in_stock,Last_verified
36,RAK-CON-ENDLESS-30X60,RAK Ceramics,Tiles,Concrete Effect,Endless concrete effect tile 30x60 cm,بلاط Endless بتأثير الخرسانة 30x60 سم,sqm,51,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/endless.html,,5,TRUE,2026-04-28
37,RAK-CON-BRAID-60X60,RAK Ceramics,Tiles,Concrete Effect,Braid concrete effect tile 60x60 cm,بلاط Braid بتأثير الخرسانة 60x60 سم,sqm,95,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/braid.html,,5,TRUE,2026-04-28
38,RAK-CON-BRAID-60X120,RAK Ceramics,Tiles,Concrete Effect,Braid concrete effect tile 60x120 cm,بلاط Braid بتأثير الخرسانة 60x120 سم,sqm,124,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/braid.html,,5,TRUE,2026-04-28
39,RAK-CON-BRAID-30X60,RAK Ceramics,Tiles,Concrete Effect,Braid concrete effect tile 30x60 cm,بلاط Braid بتأثير الخرسانة 30x60 سم,sqm,55,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/braid.html,,5,TRUE,2026-04-28
40,RAK-CON-IRONTILE-60X60,RAK Ceramics,Tiles,Concrete Effect,Iron concrete effect tile 60x60 cm,بلاط Iron بتأثير الخرسانة 60x60 سم,sqm,68,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/iron-tile-collection.html,,5,TRUE,2026-04-28
41,RAK-CON-IRONTILE-60X120,RAK Ceramics,Tiles,Concrete Effect,Iron concrete effect tile 60x120 cm,بلاط Iron بتأثير الخرسانة 60x120 سم,sqm,102,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/iron-tile-collection.html,,5,TRUE,2026-04-28
42,RAK-CON-IRONTILE-30X60,RAK Ceramics,Tiles,Concrete Effect,Iron concrete effect tile 30x60 cm,بلاط Iron بتأثير الخرسانة 30x60 سم,sqm,57,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/iron-tile-collection.html,,5,TRUE,2026-04-28
43,RAK-CON-OROBICOC-60X60,RAK Ceramics,Tiles,Stone Effect Porcelain,Orobico stone effect porcelain tile 60x60 cm,بلاط Orobico بتأثير الخرسانة 60x60 سم,sqm,68,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/orobico-collection.html,,5,TRUE,2026-04-28
44,RAK-CON-OROBICOC-60X120,RAK Ceramics,Tiles,Stone Effect Porcelain,Orobico stone effect porcelain tile 60x120 cm,بلاط Orobico بتأثير الخرسانة 60x120 سم,sqm,111,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/orobico-collection.html,,5,TRUE,2026-04-28
45,RAK-CON-OROBICOC-30X60,RAK Ceramics,Tiles,Stone Effect Porcelain,Orobico stone effect porcelain tile 30x60 cm,بلاط Orobico بتأثير الخرسانة 30x60 سم,sqm,72,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/orobico-collection.html,,5,TRUE,2026-04-28
46,RAK-CON-STONEEFF-60X60,RAK Ceramics,Tiles,Outdoor Porcelain,Outdoor Stone Effect outdoor porcelain tile 60x60 cm,بلاط Outdoor Stone Effect بتأثير الخرسانة 60x60 سم,sqm,76,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/stone-effect-outdoor-collection.html,,5,TRUE,2026-04-28
47,RAK-CON-STONEEFF-60X120,RAK Ceramics,Tiles,Outdoor Porcelain,Outdoor Stone Effect outdoor porcelain tile 60x120 cm,بلاط Outdoor Stone Effect بتأثير الخرسانة 60x120 سم,sqm,119,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/stone-effect-outdoor-collection.html,,5,TRUE,2026-04-28
48,RAK-CON-STONEEFF-30X60,RAK Ceramics,Tiles,Outdoor Porcelain,Outdoor Stone Effect outdoor porcelain tile 30x60 cm,بلاط Outdoor Stone Effect بتأثير الخرسانة 30x60 سم,sqm,53,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/stone-effect-outdoor-collection.html,,5,TRUE,2026-04-28
49,RAK-CON-800SERIE-60X60,RAK Ceramics,Tiles,Glazed Porcelain,800 Series glazed porcelain tile 60x60 cm,بلاط 800 Series بتأثير الخرسانة 60x60 سم,sqm,90,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/800-series.html,,5,TRUE,2026-04-28
50,RAK-CON-800SERIE-60X120,RAK Ceramics,Tiles,Glazed Porcelain,800 Series glazed porcelain tile 60x120 cm,بلاط 800 Series بتأثير الخرسانة 60x120 سم,sqm,101,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/800-series.html,,5,TRUE,2026-04-28
51,RAK-ES-01-LIQUIDME-60X120,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Liquid Metal Black Concrete, large-format porcelain 60x120 cm",إيلي صعب — Liquid Metal Black Concrete، بورسلين كبير الحجم 60x120 سم,sqm,233,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/liquid-metal-black-concrete.html,,10,TRUE,2026-04-28
52,RAK-ES-01-LIQUIDME-120X240,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Liquid Metal Black Concrete, large-format porcelain 120x240 cm",إيلي صعب — Liquid Metal Black Concrete، بورسلين كبير الحجم 120x240 سم,sqm,433,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/liquid-metal-black-concrete.html,,10,TRUE,2026-04-28
53,RAK-ES-02-ROYALDAR-60X120,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Royal Dark Textile, large-format porcelain 60x120 cm",إيلي صعب — Royal Dark Textile، بورسلين كبير الحجم 60x120 سم,sqm,190,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/royal-dark-textile.html,,10,TRUE,2026-04-28
54,RAK-ES-02-ROYALDAR-120X240,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Royal Dark Textile, large-format porcelain 120x240 cm",إيلي صعب — Royal Dark Textile، بورسلين كبير الحجم 120x240 سم,sqm,413,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/royal-dark-textile.html,,10,TRUE,2026-04-28
55,RAK-ES-03-GLAMOURB-60X120,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Glamour Black Cafe, large-format porcelain 60x120 cm",إيلي صعب — Glamour Black Cafe، بورسلين كبير الحجم 60x120 سم,sqm,185,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/glamour-black-cafe.html,,10,TRUE,2026-04-28
56,RAK-ES-03-GLAMOURB-120X240,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Glamour Black Cafe, large-format porcelain 120x240 cm",إيلي صعب — Glamour Black Cafe، بورسلين كبير الحجم 120x240 سم,sqm,435,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/glamour-black-cafe.html,,10,TRUE,2026-04-28
57,RAK-ES-04-LIQUIDME-60X120,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Liquid Metal Gold, large-format porcelain 60x120 cm",إيلي صعب — Liquid Metal Gold، بورسلين كبير الحجم 60x120 سم,sqm,212,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/liquid-metal-gold.html,,10,TRUE,2026-04-28
58,RAK-ES-04-LIQUIDME-120X240,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Liquid Metal Gold, large-format porcelain 120x240 cm",إيلي صعب — Liquid Metal Gold، بورسلين كبير الحجم 120x240 سم,sqm,411,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/liquid-metal-gold.html,,10,TRUE,2026-04-28
59,RAK-ES-05-ROYALLIG-60X120,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Royal Light Stone, large-format porcelain 60x120 cm",إيلي صعب — Royal Light Stone، بورسلين كبير الحجم 60x120 سم,sqm,199,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/royal-light.html,,10,TRUE,2026-04-28
60,RAK-ES-05-ROYALLIG-120X240,RAK Ceramics (Elie Saab),Tiles,Designer Collection,"Elie Saab Surface — Royal Light Stone, large-format porcelain 120x240 cm",إيلي صعب — Royal Light Stone، بورسلين كبير الحجم 120x240 سم,sqm,373,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/royal-light.html,,10,TRUE,2026-04-28
61,RAK-WB-KR0101,RAK Ceramics,Sanitaryware,Wash Basin,"Countertop Washbasin, vitreous china, white",حوض غسيل Countertop Washbasin، خزف، أبيض,pcs,649,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/countertop.html,,5,TRUE,2026-04-28
62,RAK-WB-OC07AA,RAK Ceramics,Sanitaryware,Wash Basin,"Countertop Washbasin Oval, vitreous china, white",حوض غسيل Countertop Washbasin Oval، خزف، أبيض,pcs,949,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/countertop.html,,5,TRUE,2026-04-28
63,RAK-WB-TN0201,RAK Ceramics,Sanitaryware,Wash Basin,"Pedestal Washbasin Standard, vitreous china, white",حوض غسيل Pedestal Washbasin Standard، خزف، أبيض,pcs,1099,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/pedestal-washbasin.html,,5,TRUE,2026-04-28
64,RAK-WB-MO0301,RAK Ceramics,Sanitaryware,Wash Basin,"Half Pedestal Washbasin, vitreous china, white",حوض غسيل Half Pedestal Washbasin، خزف، أبيض,pcs,749,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/pedestal-washbasin.html,,5,TRUE,2026-04-28
65,RAK-WB-CR4001,RAK Ceramics,Sanitaryware,Wash Basin,"Under-counter Washbasin, vitreous china, white",حوض غسيل Under-counter Washbasin، خزف، أبيض,pcs,949,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/under-counter.html,,5,TRUE,2026-04-28
66,RAK-WB-SF0501,RAK Ceramics,Sanitaryware,Wash Basin,"Under-counter Rectangle, vitreous china, white",حوض غسيل Under-counter Rectangle، خزف، أبيض,pcs,749,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/under-counter.html,,5,TRUE,2026-04-28
67,RAK-WB-DI0601,RAK Ceramics,Sanitaryware,Wash Basin,"Drop-in Washbasin, vitreous china, white",حوض غسيل Drop-in Washbasin، خزف، أبيض,pcs,1399,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/drop-in.html,,5,TRUE,2026-04-28
68,RAK-WB-VL0701,RAK Ceramics,Sanitaryware,Wash Basin,"Wall-mounted Washbasin (no tap hole), vitreous china, white",حوض غسيل Wall-mounted Washbasin (no tap hole)، خزف، أبيض,pcs,1099,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/wall-mounted.html,,5,TRUE,2026-04-28
69,RAK-WB-HR0801,RAK Ceramics,Sanitaryware,Wash Basin,"Wall-mounted Washbasin (1 tap hole), vitreous china, white",حوض غسيل Wall-mounted Washbasin (1 tap hole)، خزف، أبيض,pcs,1599,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/wall-mounted.html,,5,TRUE,2026-04-28
70,RAK-WB-CM0901,RAK Ceramics,Sanitaryware,Wash Basin,"Wall-mounted Washbasin Compact, vitreous china, white",حوض غسيل Wall-mounted Washbasin Compact، خزف، أبيض,pcs,1249,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/wall-mounted.html,,5,TRUE,2026-04-28
71,RAK-WB-VS1001,RAK Ceramics,Sanitaryware,Wash Basin,"Counter Top Vessel Basin, vitreous china, white",حوض غسيل Counter Top Vessel Basin، خزف، أبيض,pcs,849,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/countertop.html,,5,TRUE,2026-04-28
72,RAK-WB-FP1101,RAK Ceramics,Sanitaryware,Wash Basin,"Full Pedestal Washbasin, vitreous china, white",حوض غسيل Full Pedestal Washbasin، خزف، أبيض,pcs,1249,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/wash-basins/pedestal-washbasin.html,,5,TRUE,2026-04-28
73,RAK-WC-1101,RAK Ceramics,Sanitaryware,Water Closet,"Compact Wall-hung WC, water-saving 4.5/3L dual flush, white",مرحاض Compact Wall-hung WC، شطف مزدوج 4.5/3 لتر، أبيض,pcs,1399,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/water-closets.html,,5,TRUE,2026-04-28
74,RAK-WC-1102,RAK Ceramics,Sanitaryware,Water Closet,"Wall-hung WC Rimless, water-saving 4.5/3L dual flush, white",مرحاض Wall-hung WC Rimless، شطف مزدوج 4.5/3 لتر، أبيض,pcs,1599,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/water-closets.html,,5,TRUE,2026-04-28
75,RAK-WC-1103,RAK Ceramics,Sanitaryware,Water Closet,"S-trap Floor-mounted WC, water-saving 4.5/3L dual flush, white",مرحاض S-trap Floor-mounted WC، شطف مزدوج 4.5/3 لتر، أبيض,pcs,949,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/water-closets.html,,5,TRUE,2026-04-28
76,RAK-WC-1104,RAK Ceramics,Sanitaryware,Water Closet,"P-trap Floor-mounted WC, water-saving 4.5/3L dual flush, white",مرحاض P-trap Floor-mounted WC، شطف مزدوج 4.5/3 لتر، أبيض,pcs,949,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/water-closets.html,,5,TRUE,2026-04-28
77,RAK-WC-1105,RAK Ceramics,Sanitaryware,Water Closet,"Close-coupled WC, water-saving 4.5/3L dual flush, white",مرحاض Close-coupled WC، شطف مزدوج 4.5/3 لتر، أبيض,pcs,1199,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/water-closets.html,,5,TRUE,2026-04-28
